TSP,TSP Name,Eff Gas Day/Time,Avail Cap End Date/Time,Posting Date/Time,LOC,LOC Name,LOC Purp,LOC/QTI,Loc Zn,Total Scheduled Quantity (TSQ),Operationally Available Capacity (OAC),Operating Capacity (Current Capacity),Design Capacity,Contracted Firm Capacity,All Qty Avail,Qty Reason,IT,Meas Basis,Press Base,Press Base Desc,Flow Ind,Cycle
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,28872,ANR Marshfield,M2,RPQ,2,7525,104610,112135,547648.0,95713,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,28872,ANR Marshfield,M2,RPQ,2,7412,104723,112135,547648.0,95713,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,33973,Emerson,M2,RPQ,1,386342,505408,891750,879570.0,494827,Y,,,BZ,14.73,PSIA,R,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,33973,Emerson,M2,RPQ,1,385988,505762,891750,879570.0,494827,Y,,,BZ,14.73,PSIA,R,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,174672,St. Vincent,M2,RPQ,1,0,393600,393600,397824.0,19960,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,174672,St. Vincent,M2,RPQ,1,0,393600,393600,397824.0,19960,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,179031,Chisago Zn2,M2,RPQ,2,0,173738,173738,171704.0,0,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,179031,Chisago Zn2,M2,RPQ,2,0,173738,173738,171704.0,0,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,218305,Polk,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,218305,Polk,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288035,Taylors Falls,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288035,Taylors Falls,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288036,North Branch,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288036,North Branch,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288037,Green Lake,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288037,Green Lake,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288038,Camp Ripley,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288038,Camp Ripley,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288039,Randall,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288039,Randall,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288040,Little Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288040,Little Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288041,Pine Lake,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288041,Pine Lake,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288042,Clarissa,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288042,Clarissa,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288044,Wheaton Generation,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288044,Wheaton Generation,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288045,Wheaton,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288045,Wheaton,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288046,Dairyland,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288046,Dairyland,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288047,Chili,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288047,Chili,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288048,North Colfax,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288048,North Colfax,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288049,Fall Creek,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288049,Fall Creek,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288050,Blackbrook,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288050,Blackbrook,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,288051,Wisc Gas Marshfield,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,288051,Wisc Gas Marshfield,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362785,Midwest Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362785,Midwest Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362788,NSPWI Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362788,NSPWI Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362793,Wheeler,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362793,Wheeler,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362796,St. Croix Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362796,St. Croix Kinnickinnic,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,362799,New Richmond,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,362799,New Richmond,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,474554,Hay Creek,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,474554,Hay Creek,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880005,Beltrami,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880005,Beltrami,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880008,Red Lake Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880008,Red Lake Falls,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880016,Wadena GMT,M2,RPQ,1,0,0,0,7150.0,0,Y,,N,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880016,Wadena GMT,M2,RPQ,1,0,0,0,7150.0,0,Y,,N,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880019,Felton,M2,RPQ,1,0,20500,20500,81795.0,0,Y,,,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880019,Felton,M2,RPQ,1,0,20500,20500,81795.0,0,Y,,,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880025,Hammond,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880025,Hammond,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,880030,Donaldson,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,880030,Donaldson,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1250238,Northstar,M2,RPQ,1,0,0,0,7229.0,0,Y,,N,BZ,14.73,PSIA,BD,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1250238,Northstar,M2,RPQ,1,0,0,0,7229.0,0,Y,,N,BZ,14.73,PSIA,BD,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1387607,Randall GMG,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1387607,Randall GMG,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1395011,Hawley 2,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1395011,Hawley 2,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400745,Ada GMT,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400745,Ada GMT,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400748,Fergus Falls GMG,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400748,Fergus Falls GMG,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400751,Saint Clair,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400751,Saint Clair,M2,RPQ,1,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
Viking Gas Transmission Company,60-916-6673,08/30/22 22:00:00,08/31/22 22:00:00,08/30/22 21:15:54,1400841,Wilson,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,ID3
Viking Gas Transmission Company,60-916-6673,08/31/22 09:00:00,09/01/22 09:00:00,08/30/22 20:16:06,1400841,Wilson,M2,RPQ,2,0,0,0,0.0,0,Y,,N,BZ,14.73,PSIA,D,EVE
